transaction_id,template_id,competencia,descricao,categoria_id,valor_previsto,valor_final,status,considerar_resumo,payment_account_id,payment_group_id,tipo_lancamento,origem
tx-2026-12-apartamento,tpl-apartamento,2026-12,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2027-01-apartamento,tpl-apartamento,2027-01,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2027-02-apartamento,tpl-apartamento,2027-02,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2027-03-apartamento,tpl-apartamento,2027-03,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2027-04-apartamento,tpl-apartamento,2027-04,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2027-05-apartamento,tpl-apartamento,2027-05,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2027-06-apartamento,tpl-apartamento,2027-06,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2027-07-apartamento,tpl-apartamento,2027-07,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2027-08-apartamento,tpl-apartamento,2027-08,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2027-09-apartamento,tpl-apartamento,2027-09,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2027-10-apartamento,tpl-apartamento,2027-10,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2027-11-apartamento,tpl-apartamento,2027-11,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2027-12-apartamento,tpl-apartamento,2027-12,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-01-apartamento,tpl-apartamento,2028-01,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-02-apartamento,tpl-apartamento,2028-02,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-03-apartamento,tpl-apartamento,2028-03,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-04-apartamento,tpl-apartamento,2028-04,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-05-apartamento,tpl-apartamento,2028-05,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-06-apartamento,tpl-apartamento,2028-06,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-07-apartamento,tpl-apartamento,2028-07,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-08-apartamento,tpl-apartamento,2028-08,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-09-apartamento,tpl-apartamento,2028-09,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-10-apartamento,tpl-apartamento,2028-10,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-11-apartamento,tpl-apartamento,2028-11,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-12-apartamento,tpl-apartamento,2028-12,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-01-apartamento,tpl-apartamento,2029-01,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-02-apartamento,tpl-apartamento,2029-02,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-03-apartamento,tpl-apartamento,2029-03,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-04-apartamento,tpl-apartamento,2029-04,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-05-apartamento,tpl-apartamento,2029-05,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-06-apartamento,tpl-apartamento,2029-06,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-07-apartamento,tpl-apartamento,2029-07,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-08-apartamento,tpl-apartamento,2029-08,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-09-apartamento,tpl-apartamento,2029-09,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-10-apartamento,tpl-apartamento,2029-10,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-11-apartamento,tpl-apartamento,2029-11,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-12-apartamento,tpl-apartamento,2029-12,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-01-apartamento,tpl-apartamento,2028-01,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-02-apartamento,tpl-apartamento,2028-02,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-03-apartamento,tpl-apartamento,2028-03,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-04-apartamento,tpl-apartamento,2028-04,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-05-apartamento,tpl-apartamento,2028-05,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-06-apartamento,tpl-apartamento,2028-06,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-07-apartamento,tpl-apartamento,2028-07,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-08-apartamento,tpl-apartamento,2028-08,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-09-apartamento,tpl-apartamento,2028-09,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-10-apartamento,tpl-apartamento,2028-10,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-11-apartamento,tpl-apartamento,2028-11,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-12-apartamento,tpl-apartamento,2028-12,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-01-apartamento,tpl-apartamento,2028-01,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-02-apartamento,tpl-apartamento,2028-02,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-03-apartamento,tpl-apartamento,2028-03,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-04-apartamento,tpl-apartamento,2028-04,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-05-apartamento,tpl-apartamento,2028-05,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-06-apartamento,tpl-apartamento,2028-06,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-07-apartamento,tpl-apartamento,2028-07,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-08-apartamento,tpl-apartamento,2028-08,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-09-apartamento,tpl-apartamento,2028-09,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-10-apartamento,tpl-apartamento,2028-10,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-11-apartamento,tpl-apartamento,2028-11,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2028-12-apartamento,tpl-apartamento,2028-12,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-01-apartamento,tpl-apartamento,2029-01,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-02-apartamento,tpl-apartamento,2029-02,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-03-apartamento,tpl-apartamento,2029-03,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-04-apartamento,tpl-apartamento,2029-04,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-05-apartamento,tpl-apartamento,2029-05,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-06-apartamento,tpl-apartamento,2029-06,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-07-apartamento,tpl-apartamento,2029-07,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-08-apartamento,tpl-apartamento,2029-08,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-09-apartamento,tpl-apartamento,2029-09,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-10-apartamento,tpl-apartamento,2029-10,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-11-apartamento,tpl-apartamento,2029-11,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-12-apartamento,tpl-apartamento,2029-12,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-01-apartamento,tpl-apartamento,2029-01,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-02-apartamento,tpl-apartamento,2029-02,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-03-apartamento,tpl-apartamento,2029-03,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-04-apartamento,tpl-apartamento,2029-04,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-05-apartamento,tpl-apartamento,2029-05,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-06-apartamento,tpl-apartamento,2029-06,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-07-apartamento,tpl-apartamento,2029-07,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-08-apartamento,tpl-apartamento,2029-08,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-09-apartamento,tpl-apartamento,2029-09,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-10-apartamento,tpl-apartamento,2029-10,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-11-apartamento,tpl-apartamento,2029-11,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2029-12-apartamento,tpl-apartamento,2029-12,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-01-apartamento,tpl-apartamento,2030-01,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-02-apartamento,tpl-apartamento,2030-02,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-03-apartamento,tpl-apartamento,2030-03,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-04-apartamento,tpl-apartamento,2030-04,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-05-apartamento,tpl-apartamento,2030-05,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-06-apartamento,tpl-apartamento,2030-06,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-07-apartamento,tpl-apartamento,2030-07,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-08-apartamento,tpl-apartamento,2030-08,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-09-apartamento,tpl-apartamento,2030-09,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-10-apartamento,tpl-apartamento,2030-10,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-11-apartamento,tpl-apartamento,2030-11,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-12-apartamento,tpl-apartamento,2030-12,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-01-apartamento,tpl-apartamento,2030-01,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-02-apartamento,tpl-apartamento,2030-02,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-03-apartamento,tpl-apartamento,2030-03,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-04-apartamento,tpl-apartamento,2030-04,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-05-apartamento,tpl-apartamento,2030-05,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-06-apartamento,tpl-apartamento,2030-06,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-07-apartamento,tpl-apartamento,2030-07,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-08-apartamento,tpl-apartamento,2030-08,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-09-apartamento,tpl-apartamento,2030-09,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-10-apartamento,tpl-apartamento,2030-10,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-11-apartamento,tpl-apartamento,2030-11,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2030-12-apartamento,tpl-apartamento,2030-12,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-01-apartamento,tpl-apartamento,2031-01,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-02-apartamento,tpl-apartamento,2031-02,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-03-apartamento,tpl-apartamento,2031-03,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-04-apartamento,tpl-apartamento,2031-04,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-05-apartamento,tpl-apartamento,2031-05,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-06-apartamento,tpl-apartamento,2031-06,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-07-apartamento,tpl-apartamento,2031-07,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-08-apartamento,tpl-apartamento,2031-08,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-09-apartamento,tpl-apartamento,2031-09,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-10-apartamento,tpl-apartamento,2031-10,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-11-apartamento,tpl-apartamento,2031-11,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-12-apartamento,tpl-apartamento,2031-12,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-01-apartamento,tpl-apartamento,2031-01,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-02-apartamento,tpl-apartamento,2031-02,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-03-apartamento,tpl-apartamento,2031-03,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-04-apartamento,tpl-apartamento,2031-04,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-05-apartamento,tpl-apartamento,2031-05,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-06-apartamento,tpl-apartamento,2031-06,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-07-apartamento,tpl-apartamento,2031-07,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-08-apartamento,tpl-apartamento,2031-08,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-09-apartamento,tpl-apartamento,2031-09,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-10-apartamento,tpl-apartamento,2031-10,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-11-apartamento,tpl-apartamento,2031-11,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2031-12-apartamento,tpl-apartamento,2031-12,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-01-apartamento,tpl-apartamento,2032-01,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-02-apartamento,tpl-apartamento,2032-02,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-03-apartamento,tpl-apartamento,2032-03,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-04-apartamento,tpl-apartamento,2032-04,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-05-apartamento,tpl-apartamento,2032-05,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-06-apartamento,tpl-apartamento,2032-06,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-07-apartamento,tpl-apartamento,2032-07,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-08-apartamento,tpl-apartamento,2032-08,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-09-apartamento,tpl-apartamento,2032-09,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-10-apartamento,tpl-apartamento,2032-10,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-11-apartamento,tpl-apartamento,2032-11,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-12-apartamento,tpl-apartamento,2032-12,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-01-apartamento,tpl-apartamento,2032-01,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-02-apartamento,tpl-apartamento,2032-02,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-03-apartamento,tpl-apartamento,2032-03,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-04-apartamento,tpl-apartamento,2032-04,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-05-apartamento,tpl-apartamento,2032-05,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-06-apartamento,tpl-apartamento,2032-06,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-07-apartamento,tpl-apartamento,2032-07,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-08-apartamento,tpl-apartamento,2032-08,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-09-apartamento,tpl-apartamento,2032-09,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-10-apartamento,tpl-apartamento,2032-10,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-11-apartamento,tpl-apartamento,2032-11,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2032-12-apartamento,tpl-apartamento,2032-12,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
tx-2033-01-apartamento,tpl-apartamento,2033-01,Apartamento,cat-jus-brasil,1555,1555,PENDENTE,TRUE,acc-debito-automatico,,RECORRENTE,migrado-saidas
